관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11380-00062,불광동3구역소공원,소공원,,서울특별시 은평구 불광동641-1일대,37.648497,126.929826,7274.1,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00063,북한산풀잎소공원,소공원,,서울특별시 은평구 불광동 638-3 일대,37.648497,126.929826,1919,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00064,아미산자락소공원,소공원,,서울특별시 은평구 불광동 643-3,37.61676413,126.9288671,3120,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00065,놀뫼소공원,소공원,,서울특별시 은평구 응암동 762-4,37.59853895,126.9258631,1641.6,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00066,폭포동소공원,소공원,,서울특별시 은평구 진관동 158-14일원,37.637075,126.916493,1087.8,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00067,잿말소공원,소공원,,서울특별시 은평구 진관동 195-16,37.64149246,126.9390162,245.1,,,"석지 2, 의자석 2, 괴석 3",,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00068,한옥마을소공원,소공원,,서울특별시 은평구 진관동 211-34,37.64264507,126.9396138,58.7,,,"의자석2, 경관석1",,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00069,풋나무골소공원,소공원,,서울특별시 은평구 신사동372-1,37.59850902,126.9078699,782.6,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00070,녹번동산들바람소공원,소공원,,서울특별시 은평구 녹번동 283-7,37.60404782,126.9355487,5804.2,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00071,수색4구역 소공원,소공원,,서울특별시 은평구 수색동 417-2,37.58399038,126.8933975,3571.5,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00072,DMC소공원,소공원,,서울특별시 은평구 수색동 418-3,37.58214214,126.9007693,925.5,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00073,해바람소공원,소공원,,서울특별시 은평구 응암동 768-1,37.59635485,126.9206968,3230.3,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00074,은평마루소공원,소공원,,서울특별시 은평구 응암동 769-4,37.60089001,126.9321475,1059.1,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00071,금암문화공원 (은평뉴타운제1호문화공원),주제공원,,서울특별시 은평구 진관동 53-5,37.624806,126.927410,6857.1,운동시설8,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00072,제각말문화공원 (은평뉴타운제2호 문화공원),주제공원,,서울특별시 은평구 진관동 135-26,37.63995171,126.9373541,55721.8,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29
11380-00073,불광동위령탑마을마당,기타공원,,서울특별시 은평구 불광동1 247-4,37.613620,126.929777,940,,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00074,구산마을마당,기타공원,,서울특별시 은평구 구산 산173-23,37.595561,126.904347,387,"온몸근육풀기1,궁중걷기1,허리돌리기1",장기판1,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00075,신사동마을마당,기타공원,,서울특별시 은평구 불광동1 247,37.594385,126.908643,203,"하늘걷기1,마라톤운동1,온몸근육풀기1","조합놀이대1,흔들놀이2",,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00076,대조동마을마당,기타공원,,서울특별시 은평구 대조동 48-42,37.6105410983,126.9189024344,183.5,"온몸역기올리기1,온몸근육풀기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00077,자투리(녹번동)마을마당,기타공원,,서울특별시 은평구 녹번동 103-23,37.6059128125,126.9269063415,165,"로라마사지기머신1,오버헤드폴리머신1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00078,자투리(신사동)마을마당,기타공원,,서울특별시 은평구 신사동2 300-153,37.618267,126.932812,236,허리돌리기2,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00079,불광동마을마당,기타공원,,서울특별시 은평구 불광동 331-106,37.6187497849,126.9271211628,324,"온몸돌리기1,온몸밀어올리기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00080,역촌동동마을마당,기타공원,,서울특별시 은평구 역촌동 2-108,37.6083933611,126.9195025064,230.1,"온몸근육풀기1,온몸역기올리기1,옆파도타기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00081,갈현동동마을마당,기타공원,,서울특별시 은평구 갈현동 526-6,37.6150266573,126.9103380165,249.9,"하늘걷기1,온몸허리돌리기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00082,신사동2동마을마당,기타공원,,서울특별시 은평구 신사동 200-170,37.5939694853,126.9081273695,175,"허리돌리기2,공중걷기1,상체근육풀기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00083,역촌동2동마을마당,기타공원,,서울특별시 은평구 역촌동2 62-21,37.616903,126.928972,395.7,,"유아용조합놀이대1,네트놀이대1, 석탑2,돌기둥3, 모래놀이터1","지압발판1,꽃담,음수대1",,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00084,응암동1동마을마당,기타공원,,서울특별시 은평구 응암동 97-17,37.5999422399,126.9260052727,635.3,"크로스컨트리1,롤링웨이스트1,온몸근육풀기1,허리돌리기2","모래놀이터1,조합놀이대1",,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00085,불광동3동마을숲마을마당,기타공원,,서울특별시 은평구 불광동3 480-181,37.587015,126.923141,807,"스텝싸이클1,크로스컨트리1,트윈바디실업1,체어웨이트1,온몸역기올리기1","사면슬라이드놀이대1,모래놀이터1",,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00086,대조동동청사옆마을마당,기타공원,,서울특별시 은평구 대조동 214-8,37.6140950189,126.9205228107,130.3,"스윙워커머신1,트위스트머1,서핑롤링머신1",,음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00087,연천초교앞마을마당,기타공원,,서울특별시 은평구 불광동2 137-5,37.605192,126.923387,347,"트윈트위스트1,스트레칭로라1","모래놀이집1,모래놀이터1",,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00088,구산동마을공원,기타공원,,서울특별시 은평구 구산동 340-1,37.61452363,126.9084083,2811,"파도타기1,온몸역기올리기1,온몸허리돌리기1,온몸근육풀기1,옆파도타기1,온몸지압기1,다리뻗히기1,마라톤운동1,온몸허리돌리기1","조합놀이대1, 모래놀이터1,파이프놀이대4","바닥분수1, 음수대1,화장실1, 공중전화1",,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00089,도원극장옆마을마당,기타공원,,서울특별시 은평구 녹번동 74-5,37.60153016,126.9299051,48.8,,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00090,응암동3동마을마당,기타공원,,서울특별시 은평구 응암동3동 337-52,37.605954,126.927616,518,"온몸허리돌리기1,다리뻗히기1,온몸근육풀기1,하늘걷기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00091,구현초교 앞마을마당,기타공원,,서울특별시 은평구 구산동 산41-19,37.60939358,126.9065788,541,"온몸지압기1,온몸근육풀기1,온몸역기올리기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00092,녹번동마을마당,기타공원,,서울특별시 은평구 녹번동 104-7,37.60609317,126.9276124,754,"온몸허리돌리기1,옆파도타기1,하늘걷기1,온몸근육풀기1","조합놀이대1,흔들놀이2",,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00093,연신초교옆마을마당,기타공원,,서울특별시 은평구 불광동3동 69,37.610501,126.918888,711,"온몸지압기1,온몸허리돌리기1,온몸근육풀기1,하늘걷기1,온몸역기올리기1",유아용조합놀이대1 그네1,음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00094,구산동청사앞소공원,기타공원,,서울특별시 은평구 구산동 27-7,37.61147972,126.9102565,335.9,"온몸허리돌리기1,온몸근육풀기1,온몸허리돌리기1,온몸근육풀기1, 하늘걷기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00095,구산동마을공원확대,기타공원,,서울특별시 은평구 구산동 345-6,37.61489305,126.907780,157,,,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00096,구산초교앞마을마당,기타공원,,서울특별시 은평구 구산동 153-2,37.61180436,126.9100287,135,,,담쟁이담장,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00097,팜스퀘어 소공원,기타공원,,서울특별시 은평구 대조동 240-3,37.60909022,126.9293777,268.8,"온몸지압기1,온몸허리돌리기1,파도타기1, 하체근육풀기1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00098,신사동2동 공공공지,기타공원,,서울특별시 은평구 신사동2동 163-51,37.593894,126.908112,1848,"허리돌리기1, 오금펴기1,상체근육풀기1,하체근육풀기1,양팔로프당기기1,등,허리지압기1,",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00099,오손길마을마당,기타공원,,서울특별시 은평구 응암동 365-30,37.59187252,126.9182665,139,"하늘걷기1,옆회전운동1,원그리기운동1",,,,,,서울특별시 은평구시설관리공단,02-350-5248,2025-07-29
11380-00100,평화공원,기타공원,,서울특별시 은평구 녹번동 153-1,37.60514883,126.9230105,5700.1,"공중걷기, 마라톤달리기 등",,"분수1, 조각상2, 동상1, 기념비1, 관리초소2, 음수대1, 지하주차장1",,,,서울특별시 은평구청 공원녹지과,02-351-8014,2025-07-29
11380-00101,물빛공원,기타공원,,서울특별시 은평구 갈현동 397,37.618962,126.9211621,2051,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8014,2025-07-29
