관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
11410-00040,홍은3,소공원,,서울특별시 서대문구 홍은동 산1-549,37.5996593129,126.943399505,747,,,,,,2007-12-06,서울특별시 서대문구청,02-330-1749,2025-08-22
11410-00058,홍은14구역,소공원,,서울특별시 서대문구 홍은동 24-12,37.592780,126.940705,1371,벽천 체력단련시설,,파고라,,,,서울특별시 서대문구청,02-330-1749,2025-08-22
11410-00059,홍은1구역,소공원,,서울특별시 서대문구 홍은동 97-9,37.5927648608,126.9407005481,841,평의자 등,,,,,,서울특별시 서대문구청,02-330-1749,2025-08-22
11410-00060,홍은6구역1,소공원,,서울특별시 서대문구 홍은동 13-39,37.6006211857,126.944493812,396,,,파고라,,,,서울특별시 서대문구청,02-330-1749,2025-08-22
11410-00061,홍은6구역2,소공원,,서울특별시 서대문구 홍은동 15-27,37.5994337583,126.9443681229,299,체력단련시설,,,,,,서울특별시 서대문구청,02-330-1749,2025-08-22
11410-00062,홍제2구역,소공원,,서울특별시 서대문구 홍제동 156-145,37.589198,126.946179,188,,,앉음벽,,,,서울특별시 서대문구청,02-330-1749,2025-08-22
11410-00063,홍제제3구역 소공원,소공원,,서울특별시 서대문구 홍제동 237-2,37.58920185,126.9461696,2922,체력단련시설,,,,,,서울특별시 서대문구청,02-330-1749,2025-08-22
11410-00047,가재울,어린이공원,,서울특별시 서대문구 남가좌동 385-2,37.5730923176,126.9191177351,9508,배드민턴장 1개소+체력단련시설 3기,조합놀이대 1기+기타 3기,음수대 2개소,,,2007-04-12,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00027,가좌,어린이공원,,서울특별시 서대문구 남가좌동 376-4,37.5758499539,126.9205374332,1665,체력단련시설 3기,조합놀이대 1기,,,,1993-05-07,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00028,갈매연,어린이공원,,서울특별시 서대문구 남가좌동 377,37.5784941245,126.9173895829,1653,체력단련시설 3기,조합놀이대 2기+그네 1기+모래밭 1기+시소 1기+기타 2기,음수대 1개소,,,1994-09-10,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00041,거꾸로,어린이공원,,서울특별시 서대문구 북가좌동 338-21,37.58503469,126.9132171,1125.3,체력단련시설 5기,기타 6기,음수대 1개소,,,2010-05-13,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00010,궁뜰,어린이공원,,서울특별시 서대문구 연희동 123-5,37.5690194186,126.9304024051,983.8,체력단련시설 3기,조합놀이대 1기+그네 1기+모래밭 1기+사닥다리 1기,,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00011,궁말,어린이공원,,서울특별시 서대문구 연희동 86-3,37.5710871432,126.9336095869,886.9,체력단련시설 3기,조합놀이대 1기+그네 1기,,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00039,나비울,어린이공원,,서울특별시 서대문구 북가좌동 475,37.5748096667,126.9096220861,6757,농구장 1개소,조합놀이대 1기+그네 1기+흔들놀이 2기,음수대 1개소,,,2007-03-22,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00054,남가좌동,어린이공원,,서울특별시 서대문구 남가좌동 224-114,37.579075,126.919683,4144,배드민턴장 1개소,조합놀이대 3기 등,파고라 1조,,,,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00022,남이마을,어린이공원,,서울특별시 서대문구 남가좌동 368,37.57904267,126.9196433,1397.6,,,,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00050,너른바위,어린이공원,,서울특별시 서대문구 북아현동 216-37,37.576082,126.934420,2592.2,체력단련시설 4기,그네 1기+미끄럼틀 1기+시소 1기+조합놀이대 1기+기타 2기,음수대 1개소,,,2008-02-05,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00016,다람쥐,어린이공원,,서울특별시 서대문구 연희동 151-49,37.5760874892,126.934422808,595,체력단련시설 4기,조합놀이대 1기+그네 1기+기타 3기,,,,1970-09-02,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00012,대궐재,어린이공원,,서울특별시 서대문구 연희동 73-8,37.5740322749,126.9370980742,971.9,체력단련시설 4기,조합놀이대 1기+그네 1기+모래밭 1기+시소 1기+기타 1기,,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00009,동구물,어린이공원,,서울특별시 서대문구 연희동 109-2,37.571358873,126.9280647177,275,,그네1기+시소 1기+기타 1기,,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00003,명수,어린이공원,,서울특별시 서대문구 북아현동 210-24,37.5600994286,126.9507472905,2269,체력단련시설 8기,조합놀이대 1기+그네 1기 미끄럼틀 1기+시소 1기+기타 1기,,,,1940-03-12,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00046,모래내,어린이공원,,서울특별시 서대문구 남가좌동 383-2,37.5723808424,126.9137261559,1766.3,,조합놀이대 1기+기타 5기,음수대 1개소,,,2007-04-12,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00017,모랫재,어린이공원,,서울특별시 서대문구 홍제동 156-363,37.5829894311,126.9447011117,529,,조합놀이대 1기+시소 1기+기타 2기,,,,1970-09-02,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00005,문화촌,어린이공원,,서울특별시 서대문구 홍제동 277-82,37.5951282887,126.9473904482,1500,,조합놀이대 1기+그네 1기+시소 1기+기타 2기,,,,1965-02-03,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00025,바람산,어린이공원,,서울특별시 서대문구 창천동 4-54,37.5582621538,126.9402043639,627.1,,조합놀이대 1기+그네1기+모래밭 1기+시소 1기+기타 4기,,,,1974-04-23,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00021,백련,어린이공원,,서울특별시 서대문구 홍은동 421-1,37.58227473,126.9240161,985.8,체력단련시설 2기,조합놀이대 1기+그네 1기,,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00034,북가좌정원지구,어린이공원,,서울특별시 서대문구 북가좌동 459-1,37.5797905714,126.9167807198,1869,체력단련시설 6기,그네1기+기타 2기,,,,2004-07-05,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00064,북성,어린이공원,,서울특별시 서대문구 북아현동 1013-4,37.5585348549,126.9516607774,2357,,조합놀이대+그네,,,,,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00006,불천,어린이공원,,서울특별시 서대문구 홍제동 287-121,37.59744131,126.9481431,2006,체력단련시설 4기,조합놀이대 1기+그네 1기+시소 1기,,,,1965-02-03,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00018,상암곡,어린이공원,,서울특별시 서대문구 홍제동 322-72,37.5828752617,126.9422297501,294,,조합놀이대 1기+그네 1기,,,,1970-09-02,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00038,솟대,어린이공원,,서울특별시 서대문구 남가좌동 379-3,37.5727336053,126.9128368305,1474.5,체력단련시설 4기,조합놀이대 1기+시페이스네트 1기+흔들놀이 6기,,,,2007-03-22,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00014,신가,어린이공원,,서울특별시 서대문구 북가좌동 318-1,37.58016375,126.908353,993.4,체력단련시설 2기,조합놀이대 1기+정글짐 1기,,,,1968-11-15,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00024,실락,어린이공원,,서울특별시 서대문구 홍은동 455-4,37.5944983504,126.9433887336,17452,배드민턴장 1개소+체력단련시설 8기,,,,,1973-12-01,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00023,연남,어린이공원,,서울특별시 서대문구 남가좌동 326-8,37.5782156974,126.9253082841,991.7,체력단련시설 2기,조합놀이대 1기+그네 1기+미끄럼틀 1기+기타 3기,,,,1973-11-24,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00033,연서,어린이공원,,서울특별시 서대문구 연희동 519-7,37.5721059849,126.9233003301,1582,체력단련시설 3기,조합놀이대 1기+그네 2기+모래밭 1기+시소 1기+기타 3기,,,,2002-06-22,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00013,연희,어린이공원,,서울특별시 서대문구 연희동 446-182,37.5677222876,126.9214882989,661,체력단련시설 3기,그네1기+시소 1기+기타 2기,,,,1968-05-28,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00065,연희1구역(연희파크푸르지오),어린이공원,,서울특별시 서대문구 연희동 717-17,37.576664,126.930031,2053,,조합놀이대,파고라,,,,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00055,연희푸르지오어린이공원,어린이공원,,서울특별시 서대문구 연희동 717-50,37.582713,126.919494,2053,체력단련시설 4기,조합놀이대 1기 등,파고라 1조,,,,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00007,은가,어린이공원,,서울특별시 서대문구 북가좌동 3-39,37.5828050681,126.9194629437,1312,체력단련시설 4기,시소 1기+기타 4기,,,,1965-07-08,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00049,한성,어린이공원,,서울특별시 서대문구 북아현동 147-48,37.582423,126.910475,2240.8,,그네 1기+모래밭 1기+조합놀이대 1기+기타 3기,음수대 1개소,,,2008-02-05,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00015,해담는,어린이공원,,서울특별시 서대문구 북가좌동 325-20,37.5824247763,126.9104652559,793,,조합놀이대 1기+그네 1기+모래밭 1기+기타 3기,음수대 1개소,,,1968-11-15,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00019,홍남,어린이공원,,서울특별시 서대문구 홍은동 405-3,37.5779912763,126.9291886853,970.9,,조합놀이대 1기+그네 1기+기타 3기,,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00020,홍연,어린이공원,,서울특별시 서대문구 홍은동 408-4,37.5801270701,126.9268015076,965.1,체력단련시설 3기,조합놀이대 1기+그네 1기+모래밭 1기+시소 1기+기타 3기,음수대 1개소,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00035,홍은동,어린이공원,,서울특별시 서대문구 홍은동 8-158,37.585383,126.923769,1552,체력단련시설 2기,조합놀이대 1기+그네 1기+기타 2기,,,,2005-05-19,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00066,홍은2구역(힐스테이트홍은포레스트),어린이공원,,서울특별시 서대문구 홍은2동 340-3,37.579199,126.950407,1991,,조합놀이대,파고라,,,,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00067,홍제1구역(푸르지오센트럴파크),어린이공원,,서울특별시 서대문구 홍제1동 44-45,37.584298,126.944335,2281,,조합놀이대,파고라,,,,서울특별시 서대문구청,02-330-1714,2025-08-22
11410-00068,홍제2구역(홍제센트럴아이파크),어린이공원,,서울특별시 서대문구 홍제1동 473-1,37.584298,126.944335,2499,,조합놀이대,파고라,,,,서울특별시 서대문구청,02-330-1714,2025-08-22
