source,gu_name,complex_name,lease_type,households,move_in_date,address_raw,zipcode,lat,lng,geocode_status,geocode_method,matched_address,gu_match,query_used
SH,강남구,청담자이,재건축,20,2011-11-07,"영동대로138길 12 (청담동 134-38, 청담자이아파트)",06076,37.5241014728573,127.057249781197,ok,road,서울 강남구 영동대로138길 12,Y,서울 강남구 영동대로138길 12
SH,강남구,강남데시앙파크(세곡리엔파크5단지),"국민,장기",211,2011-11-14,"헌릉로590길 63 (세곡동 525, 강남데시앙파크)",06366,37.4610465369667,127.101540870536,ok,road,서울 강남구 헌릉로590길 63,Y,서울 강남구 헌릉로590길 63
SH,강남구,개나리에스케이뷰,재건축,7,2012-09-01,"역삼로 315-1 (역삼동 716-3, 개나리SK뷰)",06213,37.5005684337476,127.050071033953,ok,road,서울 강남구 역삼로 315-1,Y,서울 강남구 역삼로 315-1
SH,강남구,도곡진달래(래미안도곡카운티),재건축,14,2013-05-20,"도곡로 320 (도곡동 538-3, 래미안도곡카운티)",06275,37.4956390045387,127.052002706504,ok,road,서울 강남구 도곡로 320,Y,서울 강남구 도곡로 320
SH,강남구,역삼동 공공원룸텔,기타임대,30,2013-09-23,도곡로23길 5 (역삼동 798-28),06257,37.4925244213152,127.039646059967,ok,road,서울 강남구 도곡로23길 5,Y,서울 강남구 도곡로23길 5
SH,강남구,테헤란아이파크,재건축,11,2014-02-14,"테헤란로52길 16 (역삼동 709-5, 테헤란IPARK)",06213,37.5025006142352,127.046384009751,ok,road,서울 강남구 테헤란로52길 16,Y,서울 강남구 테헤란로52길 16
SH,강남구,세곡2-3(래미안포레),"영구,국민,장기",874,2014-03-15,"밤고개로21길 25 (자곡동 687, 래미안포레)",06370,37.4750475248595,127.107644379249,ok,road,서울 강남구 밤고개로21길 25,Y,서울 강남구 밤고개로21길 25
SH,강남구,세곡2-4(강남한양수자인),"영구,국민,장기",653,2014-03-17,"자곡로 260 (자곡동 686, 강남한양수자인아파트)",06370,37.4765634437989,127.111752118301,ok,road,서울 강남구 자곡로 260,Y,서울 강남구 자곡로 260
SH,강남구,경복논현아크로힐스,재건축,34,2014-12-29,"언주로 604 (논현동 276-1, ACROHILLS논현)",06102,37.5095303215604,127.038421201117,ok,road,서울 강남구 언주로 604,Y,서울 강남구 언주로 604
SH,강남구,강남한신휴플러스6(세곡2-6),"국민,장기",234,2015-09-30,"밤고개로26길 50 (율현동 365, 강남 한신휴플러스 6단지)",06377,37.4678110775324,127.104821314643,ok,road,서울 강남구 밤고개로26길 50,Y,서울 강남구 밤고개로26길 50
SH,강남구,강남한신휴플러스8(세곡2-8),"국민,장기",114,2015-09-30,"밤고개로27길 20 (율현동 513, 강남 한신휴플러스 8단지)",06378,37.4709019186514,127.109766293616,ok,road,서울 강남구 밤고개로27길 20,Y,서울 강남구 밤고개로27길 20
SH,강남구,수서하니움,장기전세,73,2016-01-20,"광평로60길 32 (수서동 721-1, 하니움)",06369,37.4866009288419,127.107203475559,ok,road,서울 강남구 광평로60길 32,Y,서울 강남구 광평로60길 32
SH,강남구,래미안대치팰리스,재건축,40,2016-04-19,"삼성로51길 37 (대치동 1027, 래미안 대치 팰리스(1단지))",06280,37.4934361918055,127.057697682666,ok,road,서울 강남구 삼성로51길 37,Y,서울 강남구 삼성로51길 37 )
SH,강남구,역삼자이,재건축,51,2016-07-15,"언주로 420 (역삼동 711-3, 역삼자이아파트)",06214,37.500962635548,127.044168622231,ok,road,서울 강남구 언주로 420,Y,서울 강남구 언주로 420
SH,강남구,센트럴 IPARK(상아3차),행복(재건축),57,2018-09-28,"삼성로 629 (삼성동 188, 센트럴아이파크)",06094,37.5157864094542,127.051319226082,ok,road,서울 강남구 삼성로 629,Y,서울 강남구 삼성로 629
SH,강남구,래미안개포루체하임(일원동현대),행복(재건축),50,2019-03-08,개포로 110길 50 (일원동 741),06344,37.4895410084374,127.079624225204,ok,road,서울 강남구 개포로110길 50,Y,서울 강남구 개포로 110길 50
SH,강남구,래미안블레스티지(개포주공2차),행복(재건축),112,2019-03-08,선릉로 8 (개포동 1280),06326,37.480057578933,127.064153382762,ok,road,서울 강남구 선릉로 8,Y,서울 강남구 선릉로 8
SH,강남구,디에이치아너힐즈(개포주공3),행복(재건축),85,2019-10-07,삼성로 11 (개포동 1281),06327,37.4844402093504,127.067960222798,ok,road,서울 강남구 삼성로 11,Y,서울 강남구 삼성로 11
SH,강남구,개포래미안포레스트(개포시영),행복(재건축),120,2020-12-28,개포로 264 (개포동 1282),06310,37.4797503513842,127.052228213432,ok,road,서울 강남구 개포로 264,Y,서울 강남구 개포로 264
SH,강남구,세곡2보금자리 도시형생활주택(임대),국민,87,2021-09-28,밤고개로21길 56 율현리엔파크 (율현동 524),06378,37.473157584656,127.112651553187,ok,road,서울 강남구 밤고개로21길 56,Y,서울 강남구 밤고개로21길 56 율현리엔파크
SH,강남구,디에이치자이 개포,행복(재건축),306,2021-09-01,영동대로 22 (일원동 743),06346,37.4910941147932,127.074163955752,ok,road,서울 강남구 영동대로 22,Y,서울 강남구 영동대로 22
SH,강남구,디에이치포레센트(일원대우),행복(재건축),11,2022-01-03,개포로 110길 38 (일원동 742),06344,37.4903572045718,127.078179879308,ok,road,서울 강남구 개포로110길 38,Y,서울 강남구 개포로 110길 38
SH,강남구,르엘대치(대치제2지구),행복(재건축),22,2022-01-03,도곡로93길 23 (대치동 977),06190,37.5013575539498,127.063355872072,ok,road,서울 강남구 도곡로93길 23,Y,서울 강남구 도곡로93길 23
SH,강남구,래미안라클래시(상아2차),행복(재건축),81,2022-01-24,삼성로 651 (삼성동 189),06091,37.5183513056476,127.050036535644,ok,road,서울 강남구 삼성로 651,Y,서울 강남구 삼성로 651
SH,강남구,리스트강남(논현동 202-7),역세권청년,86,2022-05-30,봉은사로 125 (논현동 202-7),06120,37.5057598874461,127.027426000452,ok,road,서울 강남구 봉은사로 125,Y,서울 강남구 봉은사로 125
SH,강남구,강남센트럴아이파크,행복(재건축),44,2023-01-09,테헤란로 44길 26 (역삼동 902),06214,37.5012057685259,127.045717100228,ok,road,서울 강남구 테헤란로44길 26,Y,서울 강남구 테헤란로 44길 26
SH,강남구,더원역삼,역세권청년,19,2023-05-17,논현로 423 (역삼동 738-29),06237,37.4978551575593,127.037940142801,ok,road,서울 강남구 논현로 423,Y,서울 강남구 논현로 423
SH,강남구,선정릉역 모아엘가 퍼스트홈,역세권청년,38,2023-06-09,봉은사로 333 (논현동 278-4),06103,37.5105620922653,127.043036549402,ok,road,서울 강남구 봉은사로 333,Y,서울 강남구 봉은사로 333
SH,강남구,대치푸르지오써밋,"국민,행복(재건축)",18,2023-12-12,삼성로 72길 12 (대치동 963),06186,37.5022048675635,127.060593049193,ok,road,서울 강남구 삼성로72길 12,Y,서울 강남구 삼성로 72길 12
SH,강남구,디에이치퍼스티어아이파크,행복(재건축),393,2024-01-08,개포로310(개포동660-1),11680,37.4802867173431,127.057847776427,ok,road,서울 강남구 개포로 310,Y,서울 강남구 개포로310
SH,강남구,개포자이프레지던스,행복(재건축),220,2023-06-26,강남구 개포동 189번지,06331,37.4856994479252,127.069984716026,ok,road,서울 강남구 개포동 189,Y,서울 강남구 개포동 189번지
SH,강남구,도곡 더써밋타워,역세권청년,77,2025-10-13,강남대로42길 19 (도곡동),06267,37.4856201052025,127.035636188081,ok,road,서울 강남구 강남대로42길 19,Y,서울 강남구 강남대로42길 19
SH,강동구,천호삼성(천호4),재개발,247,1997-05-08,"성안로25길 15 (천호동 528-2, 삼성아파트)",05338,37.5378655264436,127.134811416137,ok,road,서울 강동구 성안로25길 15,Y,서울 강동구 성안로25길 15
SH,강동구,천호동아코아(천호5),재개발,64,1998-02-28,"구천면로 189 (천호동 563, 동아코아아파트)",05327,37.5415920129665,127.125536352486,ok,road,서울 강동구 구천면로 189,Y,서울 강동구 구천면로 189
SH,강동구,천호태영(천호6),재개발,264,2000-02-07,"천호대로 1055 (천호동 566, 천호태영아파트)",05336,37.5383697159717,127.12942446784,ok,road,서울 강동구 천호대로 1055,Y,서울 강동구 천호대로 1055
SH,강동구,강일지구1단지(강일리버파크1단지),"국민,장기",106,2009-03-23,"아리수로93가길 25 (강일동 665, 강일리버파크1단지아파트)",05211,37.5668662185816,127.172030678418,ok,road,서울 강동구 아리수로93가길 25,Y,서울 강동구 아리수로93가길 25
SH,강동구,강일지구2단지(강일리버파크2단지),"국민,장기",268,2009-03-23,"아리수로97길 68 (강일동 668, 강일리버파크2단지아파트)",05208,37.5687301242738,127.176655403134,ok,road,서울 강동구 아리수로97길 68,Y,서울 강동구 아리수로97길 68
SH,강동구,강일지구3단지(강일리버파크3단지),"국민,장기",615,2009-03-23,"아리수로93길 40 (강일동 674, 강일리버파크3단지아파트)",05210,37.5655171416703,127.175106641578,ok,road,서울 강동구 아리수로93길 40,Y,서울 강동구 아리수로93길 40
SH,강동구,강일지구4단지(강일리버파크4단지),"국민,장기",470,2009-03-23,"아리수로97길 19 (강일동 673, 강일리버파크4단지아파트)",05210,37.5669952358435,127.17679132286,ok,road,서울 강동구 아리수로97길 19,Y,서울 강동구 아리수로97길 19
SH,강동구,강일지구6단지(강일리버파크6단지),"국민,장기",323,2009-03-23,"아리수로94길 19 (강일동 684, 강일리버파크6단지아파트)",05213,37.5627237044753,127.177214497828,ok,road,서울 강동구 아리수로94길 19,Y,서울 강동구 아리수로94길 19
SH,강동구,강일지구8단지(강일리버파크8단지),"국민,장기",206,2009-03-23,"아리수로94길 72 (강일동 701, 강일리버파크8단지아파트)",05212,37.5607309008864,127.17629946126,ok,road,서울 강동구 아리수로94길 72,Y,서울 강동구 아리수로94길 72
SH,강동구,강일지구9단지(강일리버파크9단지),"국민,장기",737,2009-04-19,"고덕로97길 29 (강일동 699, 강일리버파크9단지아파트)",05216,37.5583540269033,127.177832623849,ok,road,서울 강동구 고덕로97길 29,Y,서울 강동구 고덕로97길 29
SH,강동구,강일지구10단지(강일리버파크10단지),"국민,장기",470,2009-04-19,"고덕로97길 20 (강일동 695, 강일리버파크)",05215,37.5592084943697,127.179997616634,ok,road,서울 강동구 고덕로97길 20,Y,서울 강동구 고덕로97길 20
SH,강동구,강일지구7단지(강일리버파크7단지),"국민,장기",455,2009-06-25,"아리수로98길 25 (강일동 686, 강일리버파크7단지아파트)",05214,37.5652954432598,127.178213362809,ok,road,서울 강동구 아리수로98길 25,Y,서울 강동구 아리수로98길 25
SH,강동구,강일지구5단지(강일리버파크5단지),"국민,장기",432,2009-08-01,"아리수로97길 20 (강일동 670, 강일리버파크5단지아파트)",05209,37.5685222472292,127.178166038709,ok,road,서울 강동구 아리수로97길 20,Y,서울 강동구 아리수로97길 20
SH,강동구,고덕아이파크,재건축,128,2010-03-05,"동남로79길 26 (고덕동 499, 고덕아이파크)",05232,37.5591838811941,127.153744243632,ok,road,서울 강동구 동남로79길 26,Y,서울 강동구 동남로79길 26
SH,강동구,고덕리엔파크1단지,"국민,장기",459,2011-01-15,"상일로 152 (강일동 707, 고덕리엔파크1단지아파트)",05218,37.5616428685115,127.171480371181,ok,road,서울 강동구 상일로 152,Y,서울 강동구 상일로 152
SH,강동구,고덕리엔파크2단지,"국민,장기",443,2011-01-15,"고덕로 427 (강일동 717, 고덕리엔파크2단지아파트)",05217,37.5587972921376,127.173182162867,ok,road,서울 강동구 고덕로 427,Y,서울 강동구 고덕로 427
SH,강동구,고덕리엔파크3단지,"국민,장기",1814,2011-01-30,"상일로 74 (상일동 490, 고덕리엔파크3단지아파트)",05287,37.5513683747695,127.174785524346,ok,road,서울 강동구 상일로 74,Y,서울 강동구 상일로 74
SH,강동구,강일지구 11단지(행복주택),행복(공사 건설형),346,2015-12-28,"고덕로97길 100 (강일동 689, 강일리버파크11단지)",05214,37.5627349985858,127.179992858104,ok,road,서울 강동구 고덕로97길 100,Y,서울 강동구 고덕로97길 100
SH,강동구,강일2 도시형생활주택(준주거2)(임대),기타임대,76,2016-04-01,"상일로12길 89 (상일동 528, 리엔타운)",05285,37.5564157714834,127.173002814938,ok,road,서울 강동구 상일로12길 89,Y,서울 강동구 상일로12길 89
SH,강동구,올림픽파크한양수자인,재건축,43,2016-08-26,"성내로 80 (성내동 606, 올림픽파크한양수자인)",05401,37.5271796181821,127.127965319697,ok,road,서울 강동구 성내로 80,Y,서울 강동구 성내로 80
SH,강동구,고덕래미안힐스테이트,재건축,211,2017-01-05,"아리수로50길 50 (고덕동 688, 래미안힐스테이트고덕)",04731,37.5576864625383,127.148577708994,ok,road,서울 강동구 아리수로50길 50,Y,서울 강동구 아리수로50길 50
SH,강동구,고덕숲아이파크,재건축,27,2017-12-01,"고덕로80길 134 (상일동 515, 고덕숲아이파크)",05277,37.5517184559273,127.164857017437,ok,road,서울 강동구 고덕로80길 134,Y,서울 강동구 고덕로80길 134
SH,강동구,래미안 명일역 솔베뉴(삼익그린),행복(재건축),156,2019-10-07,양재대로 1650 (명일동 359),05226,37.554378854214,127.145944201844,ok,road,서울 강동구 양재대로 1650,Y,서울 강동구 양재대로 1650
SH,강동구,고덕 그라시움(고덕2),행복(재건축),140,2019-10-07,고덕로 333 (고덕동 693),05224,37.5561770852501,127.159176546352,ok,road,서울 강동구 고덕로 333,Y,서울 강동구 고덕로 333
SH,강동구,푸르내(서울리츠1호),행복(리츠1호),119,2020-02-01,상일로12길 95 (상일동 730-2),05285,37.5567817688097,127.172316461002,ok,road,서울 강동구 상일로12길 95,Y,서울 강동구 상일로12길 95
SH,강동구,암사힐스테이트,재건축,147,2020-02-03,올림픽로91길 30 (암사동 675),05242,37.5489339540171,127.125136976054,ok,road,서울 강동구 올림픽로91길 30,Y,서울 강동구 올림픽로91길 30
SH,강동구,고덕센트럴아이파크(고덕5),행복(재건축),96,2020-04-01,고덕로80길 99 (상일동 513),05276,37.5507926724653,127.166404789399,ok,road,서울 강동구 고덕로80길 99,Y,서울 강동구 고덕로80길 99
SH,강동구,롯데캐슬베네루체(고덕7),행복(재건축),97,2020-04-01,상암로79길 88 (상일동 514),05281,37.5502047175329,127.166059233388,ok,road,서울 강동구 상암로79길 88,Y,서울 강동구 상암로79길 88
SH,강동구,강동리버스트4단지(고덕4),"국민,장기",597,2020-10-28,아리수로93가길 110 (강일동 114),05201,37.573775911936,127.173223295598,ok,road,서울 강동구 아리수로93가길 110,Y,서울 강동구 아리수로93가길 110
SH,강동구,고덕아르테온(고덕3),행복(재건축),108,2020-12-28,고덕로 360 (상일동 520),05274,37.5566829127291,127.169527259453,ok,road,서울 강동구 고덕로 360,Y,서울 강동구 고덕로 360
SH,강동구,고덕센트럴푸르지오(서울승합차고지),행복(재건축),142,2020-12-28,고덕로 399 (고덕동 210-1),05222,37.5574665191202,127.169771231948,ok,road,서울 강동구 고덕로 399,Y,서울 강동구 고덕로 399
SH,강동구,고덕강일공공주택지구6단지(임대),"국민,장기",1244,2020-12-03,아리수로93가길 77 (강일동 215),05201,37.5697167254925,127.171576531418,ok,road,서울 강동구 아리수로93가길 77,Y,서울 강동구 아리수로93가길 77
SH,강동구,고덕강일공공주택지구7단지(임대),"국민,장기",1025,2020-12-03,아리수로93가길 70 (강일동 91),05201,37.5703371709411,127.174085693366,ok,road,서울 강동구 아리수로93가길 70,Y,서울 강동구 아리수로93가길 70
SH,강동구,고덕강일공공주택지구9단지(임대),"국민,장기",366,2020-12-30,고덕로98길 29 (상일동 산77-23),05286,37.5569887157803,127.180230285246,ok,road,서울 강동구 고덕로98길 29,Y,서울 강동구 고덕로98길 29
SH,강동구,e편한세상강동에코포레(신동아3차),행복(재건축),38,2020-12-28,천중로 253 (길동 477),05300,37.5409093249208,127.147946180075,ok,road,서울 강동구 천중로 253,Y,서울 강동구 천중로 253
SH,강동구,고덕강일공공주택지구8단지(임대),"국민,장기",420,2021-02-15,아리수로93나길 88 (강일동 66),05415,37.5717629437321,127.174790612607,ok,road,서울 강동구 아리수로93나길 88,Y,서울 강동구 아리수로93나길 88
SH,강동구,강동 리엔파크 11단지,행복(공사 건설형),600,2021-02-18,고덕로98길 101 (상일동 36-3),05416,37.5542532314164,127.180622739676,ok,road,서울 강동구 고덕로98길 101,Y,서울 강동구 고덕로98길 101
SH,강동구,강동 리엔파크 14단지,"국민,행복(공사 건설형)",532,2021-02-15,고덕로98길 160 (상일동 28),05286,37.5510900437112,127.180837138837,ok,road,서울 강동구 고덕로98길 160,Y,서울 강동구 고덕로98길 160
SH,강동구,고덕자이(고덕6),행복(재건축),75,2021-07-26,상일로 55 (상일동 521),05275,37.5533182082692,127.168788219773,ok,road,서울 강동구 상일로 55,Y,서울 강동구 상일로 55
SH,강동구,천호역한강리슈빌,역세권청년,50,2021-12-15,천호대로 989 (천호동 458-3),05248,37.5394614693313,127.122399341784,ok,road,서울 강동구 천호대로 989,Y,서울 강동구 천호대로 989
SH,강동구,강동리엔파크13단지,"국민,장기",675,2022-04-18,고덕로98길 161 (상일동 33),05416,37.5521167180459,127.181021254358,ok,road,서울 강동구 고덕로98길 161,Y,서울 강동구 고덕로98길 161
SH,강동구,힐데스하임천호(천호2),행복(재건축),32,2022-07-30,올림픽로 78길 30 (천호동 437-5),05327,37.5419661223346,127.125945801199,ok,road,서울 강동구 올림픽로78길 30,Y,서울 강동구 올림픽로 78길 30
SH,강동구,천호역 효성해링턴타워,역세권청년,264,2023-09-09,올림픽로 610(성내동 609),05408,37.5357931739397,127.122972414869,ok,road,서울 강동구 올림픽로 610,Y,서울 강동구 올림픽로 610
SH,강동구,강동 헤리티지 자이,장기전세(재건축),114,2024-07-29,천중로 264,05346,37.5396196848963,127.149551483961,ok,road,서울 강동구 천중로 264,Y,서울 강동구 천중로 264
SH,강동구,강동밀레니얼 중흥S-클래스(천호1),재개발,117,2024-10-01,구천면로 188,05328,37.5407276647151,127.125470067758,ok,road,서울 강동구 구천면로 188,Y,서울 강동구 구천면로 188
SH,강동구,올림픽파크포레온,장기전세(재건축),1046,2024-12-02,양재대로 1300,05409,37.5249677176279,127.140290598327,ok,road,서울 강동구 양재대로 1300,Y,서울 강동구 양재대로 1300
SH,강동구,길동생활 B동,역세권청년,71,2025-02-03,서울시 강동구 양재대로 1501,05342,37.5399470552146,127.140345588521,ok,road,서울 강동구 양재대로 1501,Y,서울 강동구 양재대로 1501
SH,강동구,길동생활 A동,역세권청년,110,2025-02-03,서울시 강동구 양재대로 1499,05342,37.5395668653995,127.140318738444,ok,road,서울 강동구 양재대로 1499,Y,서울 강동구 양재대로 1499
SH,강동구,고덕온빛채,"국민,행복(공사 건설형)",697,2025-05-19,아리수로 385(고덕동),05206,37.5627588805491,127.170832006262,ok,road,서울 강동구 아리수로 385,Y,서울 강동구 아리수로 385
SH,강동구,그란츠 리버파크,장기전세(재건축),80,2025-06-02,천호대로 1050(성내동),05379,37.536711995137,127.128324888638,ok,road,서울 강동구 천호대로 1050,Y,서울 강동구 천호대로 1050
SH,강동구,더샵강동센트럴시티(천호4),재개발,68,2025-12-10,진황도로 14(천호동),05335,37.5395238538654,127.128473293722,ok,road,서울 강동구 진황도로 14,Y,서울 강동구 진황도로 14
SH,강북구,래미안수유(수유2),재개발,180,2000-07-01,"한천로159길 8 (수유동 730, 래미안수유아파트)",01040,37.644390881641,127.018671599178,ok,road,서울 강북구 한천로159길 8,Y,서울 강북구 한천로159길 8
SH,강북구,SK북한산시티(미아1-1),재개발,1497,2001-11-17,"솔샘로 174 (미아동 1353, SK북한산시티아파트)",01192,37.6176383628418,127.010599691076,ok,road,서울 강북구 솔샘로 174,Y,서울 강북구 솔샘로 174
SH,강북구,미아벽산(미아1-2),재개발,490,2002-11-18,"솔샘로 159 (미아동 1354, 벽산라이브파크)",01191,37.6218232749574,127.012407457085,ok,road,서울 강북구 솔샘로 159,Y,서울 강북구 솔샘로 159
SH,강북구,삼각산아이원(미아5),재개발,673,2004-02-23,"삼양로19길 113 (미아동 1357, 삼각산아이원아파트)",01198,37.6170555597064,127.017723289038,ok,road,서울 강북구 삼양로19길 113,Y,서울 강북구 삼양로19길 113
SH,강북구,미아SH-Ville(미아2),재개발,57,2007-09-27,"삼양로 246-14 (미아동 797-8, 미아 에스에이치빌 아파트)",01127,37.6254233412307,127.019197227695,ok,road,서울 강북구 삼양로 246-14,Y,서울 강북구 삼양로 246-14
SH,강북구,래미안트리베라1차(래미안트리베라6),재개발,212,2010-05-29,"삼양로19길 25 (미아동 813, 삼성래미안트리베라1차아파트)",01200,37.6156943247238,127.021139026425,ok,road,서울 강북구 삼양로19길 25,Y,서울 강북구 삼양로19길 25
SH,강북구,래미안트리베라2차(래미안트리베라12),재개발,228,2010-06-14,"삼양로27길 19 (미아동 812, 삼성래미안트리베라아파트)",01195,37.6161238065432,127.021741379374,ok,road,서울 강북구 삼양로27길 19,Y,서울 강북구 삼양로27길 19
SH,강북구,송천동부(미아10-1),재개발,70,2010-09-30,"숭인로 39 (미아동 461, 송천센트레빌)",01213,37.6127409579107,127.026965197297,ok,road,서울 강북구 숭인로 39,Y,서울 강북구 숭인로 39
SH,강북구,미아두산위브트레지움(미아8),재개발,234,2011-12-26,"삼양로27길 95 (미아동 811, 두산위브트레지움아파트)",01197,37.6182646141042,127.015683383731,ok,road,서울 강북구 삼양로27길 95,Y,서울 강북구 삼양로27길 95
SH,강북구,수유장기전세(프레비스타),장기전세,18,2015-03-27,"인수봉로 101 (수유동 486-682, 프레비스타)",01096,37.6289655569202,127.012611877138,ok,road,서울 강북구 인수봉로 101,Y,서울 강북구 인수봉로 101
SH,강북구,꿈의숲 롯데캐슬(미아4),"재개발,행복(리츠2호)",105,2017-03-28,"오현로 56 (미아동 4, 꿈의숲 롯데캐슬)",01232,37.6184115650264,127.036475927918,ok,road,서울 강북구 오현로 56,Y,서울 강북구 오현로 56
SH,강북구,꿈의숲해링턴플레이스(미아9-1),행복(재건축),88,2019-09-30,오현로 45 (미아동 1369),01155,37.6169370292441,127.034610388171,ok,road,서울 강북구 오현로 45,Y,서울 강북구 오현로 45
SH,강북구,미아동 791-1614 행복주택(빈집정비),행복(공사 건설형),5,2021-01-20,솔매로 36 (미아동 791-1614),01180,37.6254169418629,127.016210389269,ok,road,서울 강북구 솔매로 36,Y,서울 강북구 솔매로 36
SH,강북구,미아동 159-29 행복주택(빈집정비),행복(공사 건설형),4,2021-01-23,도봉로78길 21-6 (미아동 159-29),01129,37.634040759929,127.024851717748,ok,road,서울 강북구 도봉로78길 21-6,Y,서울 강북구 도봉로78길 21-6
SH,강북구,삼양동 791-1960 행복주택(초행지붕-미아-3),행복(공사 건설형),11,2021-10-12,인수봉로6가길 12 (미아동 791-1960),01183,37.6223701184185,127.014479909213,ok,road,서울 강북구 인수봉로6가길 12,Y,서울 강북구 인수봉로6가길 12
SH,강북구,초행지붕(수유),행복(공사 건설형),10,2023-01-09,삼양로 123길 14-15 (수유동 290-11),01029,37.6453549961896,127.014370493712,ok,road,서울 강북구 삼양로123길 14-15,Y,서울 강북구 삼양로 123길 14-15
SH,강북구,북서울자이폴라리스(미아3),"재개발,행복(리츠2호)",157,2024-08-30,삼양로58길 29,06336,37.6268250718091,127.018791020922,ok,road,서울 강북구 삼양로58길 29,Y,서울 강북구 삼양로58길 29
SH,강서구,가양9,공공임대,914,1992-11-05,"허준로 224 (가양동 1489, 가양9단지아파트)",07532,37.5599996875816,126.862819466302,ok,road,서울 강서구 허준로 224,Y,서울 강서구 허준로 224
SH,강서구,가양4,영구임대,1998,1992-11-05,"양천로57길 37 (가양동 1478, 가양4단지아파트)",07527,37.5659376664079,126.852047007656,ok,road,서울 강서구 양천로57길 37,Y,서울 강서구 양천로57길 37
SH,강서구,가양8,공공임대,1110,1992-11-05,"허준로 176 (가양동 1482, 가양8단지아파트)",07533,37.5618457999562,126.856800747299,ok,road,서울 강서구 허준로 176,Y,서울 강서구 허준로 176
SH,강서구,가양5,영구임대,2411,1993-03-06,"양천로57길 36 (가양동 1481, 가양5단지아파트)",07526,37.5646273830484,126.853519560541,ok,road,서울 강서구 양천로57길 36,Y,서울 강서구 양천로57길 36
SH,강서구,방화2-1,영구임대,1563,1993-10-25,"방화대로48길 40 (방화동 839, 방화2-1단지아파트)",07519,37.5742556295155,126.820167898164,ok,road,서울 강서구 방화대로48길 40,Y,서울 강서구 방화대로48길 40
SH,강서구,방화11,영구임대,1065,1994-05-25,"개화동로21길 4 (방화동 851, 방화11단지아파트)",07611,37.5707203119115,126.805725644771,ok,road,서울 강서구 개화동로21길 4,Y,서울 강서구 개화동로21길 4
SH,강서구,방화6,"영구,공공",1000,1994-08-20,"금낭화로23길 25 (방화동 816, 방화6단지아파트)",07510,37.5781389708793,126.811204295259,ok,road,서울 강서구 금낭화로23길 25,Y,서울 강서구 금낭화로23길 25
SH,강서구,방화9,공공임대,250,1995-11-29,"양천로11길 57 (방화동 807, 방화9단지아파트)",07507,37.5746542771132,126.807238108931,ok,road,서울 강서구 양천로11길 57,Y,서울 강서구 양천로11길 57
SH,강서구,발산2(마곡수명산파크2단지),"국민,장기",272,2007-08-10,"강서로47길 158 (내발산동 741, 마곡수명산파크2단지아파트)",07634,37.5538579739487,126.827641834082,ok,road,서울 강서구 강서로47길 158,Y,서울 강서구 강서로47길 158
